id,tier,cardinal_direction,confidence_score,distance_meters,poi_a_name,poi_a_type,poi_a_lat,poi_a_lon,poi_b_name,poi_b_type,poi_b_lat,poi_b_lon,sentence_1,sentence_2,sentence_3,verified,final_sentence_1,final_sentence_2,final_sentence_3,notes
nancy_0160,easy,WEST,0.9897,480.1,Auchan Nancy Lobau,shop,48.68085631746847,6.198723455530901,Escape Hunt,leisure,48.6808211,6.2052625,Auchan Nancy Lobau is located to the west of Escape Hunt.,"Heading west from Escape Hunt, you will reach Auchan Nancy Lobau after about 500 meters.","Escape Hunt has Auchan Nancy Lobau to its west, about 500 meters away.",OK,,,,
nancy_0161,easy,WEST,0.9701,416.5,Le Capu,amenity,48.692192,6.1806175,Benoît Jacquin,shop,48.692104,6.1862899,Le Capu is located to the west of Benoît Jacquin.,"Heading west from Benoît Jacquin, you will reach Le Capu after about 400 meters.","Benoît Jacquin has Le Capu to its west, about 400 meters away.",OK,,,,
nancy_0162,easy,WEST,0.9556,329.3,Stanislas,amenity,48.6899819,6.1696591,McDonald's,amenity,48.69008514387299,6.17414234692754,Stanislas is located to the west of McDonald's.,"Heading west from McDonald's, you will reach Stanislas after about 350 meters.","McDonald's has Stanislas to its west, about 350 meters away.",OK,,,,
nancy_0163,easy,WEST,0.9856,146.9,Palais des Thés,shop,48.6921741,6.1834268,Bonnabelle,office,48.692189,6.185428,Palais des Thés is located to the west of Bonnabelle.,"Heading west from Bonnabelle, you will reach Palais des Thés after about 150 meters.","Bonnabelle has Palais des Thés to its west, about 150 meters away.",OK,,,,
nancy_0164,easy,WEST,0.9832,228.8,Opticiens Maurice Frères,shop,48.6899547,6.1796413,Maison de Hanvs,historic,48.68998172346449,6.182757500106215,Opticiens Maurice Frères is located to the west of Maison de Hanvs.,"Heading west from Maison de Hanvs, you will reach Opticiens Maurice Frères after about 250 meters.","Maison de Hanvs has Opticiens Maurice Frères to its west, about 250 meters away.",OK,,,,
nancy_0165,easy,WEST,0.9793,439.6,Starbucks,amenity,48.6894082,6.1766518,Les Viandes Dombasloises,shop,48.6893437,6.1826396,Starbucks is located to the west of Les Viandes Dombasloises.,"Heading west from Les Viandes Dombasloises, you will reach Starbucks after about 450 meters.","Les Viandes Dombasloises has Starbucks to its west, about 450 meters away.",OK,,,,
nancy_0166,easy,WEST,0.9882,381.5,Batigère,office,48.6920014,6.1800399,Abeille Assurance,office,48.6920331,6.1852371,Batigère is located to the west of Abeille Assurance.,"Heading west from Abeille Assurance, you will reach Batigère after about 400 meters.","Abeille Assurance has Batigère to its west, about 400 meters away.",OK,,,,
nancy_0167,easy,WEST,0.99,421.8,Starbucks,amenity,48.6894082,6.1766518,Miller Tradition,shop,48.6894379,6.1823974,Starbucks is located to the west of Miller Tradition.,"Heading west from Miller Tradition, you will reach Starbucks after about 400 meters.","Miller Tradition has Starbucks to its west, about 400 meters away.",OK,,,,
nancy_0168,easy,WEST,0.9803,142.5,Le Gibraltar,amenity,48.6879667,6.182755,Cabinet Devaux,office,48.6879469,6.1846955,Le Gibraltar is located to the west of Cabinet Devaux.,"Heading west from Cabinet Devaux, you will reach Le Gibraltar after about 150 meters.","Cabinet Devaux has Le Gibraltar to its west, about 150 meters away.",OK,,,,
nancy_0169,easy,WEST,0.9777,154.3,Manfield,shop,48.6925507,6.1829636,mgen*,office,48.6925264,6.185066,Manfield is located to the west of mgen*.,"Heading west from mgen*, you will reach Manfield after about 150 meters.","mgen* has Manfield to its west, about 150 meters away.",OK,,,,
nancy_0170,easy,WEST,0.9744,410.9,Cyber@phone,shop,48.688386,6.1862411,Jardiniers,public_transport,48.6884602,6.1918379,Cyber@phone is located to the west of Jardiniers.,"Heading west from Jardiniers, you will reach Cyber@phone after about 400 meters.","Jardiniers has Cyber@phone to its west, about 400 meters away.",OK,,,,
nancy_0171,easy,WEST,0.9517,367.1,Barami,amenity,48.6984479,6.1782253,Roseraie,leisure,48.698322700410415,6.183224066144371,Barami is located to the west of Roseraie.,"Heading west from Roseraie, you will reach Barami after about 350 meters.","Roseraie has Barami to its west, about 350 meters away.",OK,,,,
nancy_0172,easy,WEST,0.9526,314.7,Easy Store,shop,48.6894964,6.1769451,Maryland,shop,48.6893909,6.1812288,Easy Store is located to the west of Maryland.,"Heading west from Maryland, you will reach Easy Store after about 300 meters.","Maryland has Easy Store to its west, about 300 meters away.",OK,,,,
nancy_0173,easy,WEST,0.9813,466.4,Brasserie Simone,amenity,48.6896447,6.1754813,Crédit Agricole,amenity,48.689583,6.1818342,Brasserie Simone is located to the west of Crédit Agricole.,"Heading west from Crédit Agricole, you will reach Brasserie Simone after about 450 meters.","Crédit Agricole has Brasserie Simone to its west, about 450 meters away.",OK,,,,
nancy_0174,easy,WEST,0.9875,357.9,Esso Express Jean Jaurès,amenity,48.68121114318621,6.17885397211587,Les Frères Marchand,office,48.681179391650055,6.183729310192704,Esso Express Jean Jaurès is located to the west of Les Frères Marchand.,"Heading west from Les Frères Marchand, you will reach Esso Express Jean Jaurès after about 350 meters.","Les Frères Marchand has Esso Express Jean Jaurès to its west, about 350 meters away.",OK,,,,
nancy_0175,easy,WEST,0.9593,465.1,Dépose-minute,amenity,48.690121647926645,6.1754585743027866,Rêves de Mômes,shop,48.6899878,6.1817913,Dépose-minute is located to the west of Rêves de Mômes.,"Heading west from Rêves de Mômes, you will reach Dépose-minute after about 450 meters.","Rêves de Mômes has Dépose-minute to its west, about 450 meters away.",OK,,,,
nancy_0176,medium,WEST,0.9343,471.5,Poincaré,amenity,48.6907878,6.1776886,Avenue 24,shop,48.6905689,6.1841032,Poincaré is located to the west of Avenue 24.,"Heading west from Avenue 24, you will reach Poincaré after about 450 meters.","Avenue 24 has Poincaré to its west, about 450 meters away.",OK,,,,
nancy_0177,medium,WEST,0.922,1306.4,Cabinet médical,amenity,48.6853919,6.1667346,Quartier Saint-Nicolas,public_transport,48.6861097,6.1844972,Cabinet médical is located to the west of Quartier Saint-Nicolas.,"Heading west from Quartier Saint-Nicolas, you will reach Cabinet médical after about 1.3 km.","Quartier Saint-Nicolas has Cabinet médical to its west, about 1.3 km away.",OK,,,,
nancy_0178,medium,WEST,0.9385,918.7,Crédit Expert,office,48.6928778,6.178538,Division de Fer,public_transport,48.6932763,6.1910401,Crédit Expert is located to the west of Division de Fer.,"Heading west from Division de Fer, you will reach Crédit Expert after about 900 meters.","Division de Fer has Crédit Expert to its west, about 900 meters away.",OK,,,,
nancy_0179,medium,WEST,0.9004,353.3,Musée de l'École de Nancy,tourism,48.68052958874479,6.166033048489234,Daniel Meyer,historic,48.6807779,6.1708305,Musée de l'École de Nancy is located to the west of Daniel Meyer.,"Heading west from Daniel Meyer, you will reach Musée de l'École de Nancy after about 350 meters.","Daniel Meyer has Musée de l'École de Nancy to its west, about 350 meters away.",OK,,,,
nancy_0180,medium,WEST,0.9457,1031.3,Passionimaux,shop,48.6883979,6.1651039,Giulia,tourism,48.6887924,6.1791409,Passionimaux is located to the west of Giulia.,"Heading west from Giulia, you will reach Passionimaux after about 1 km.","Giulia has Passionimaux to its west, about 1 km away.",OK,,,,
nancy_0181,medium,WEST,0.9303,1283.7,Sephora,shop,48.6885811798646,6.181301838707956,Abdos lombaires,leisure,48.6879486,6.1987635,Sephora is located to the west of Abdos lombaires.,"Heading west from Abdos lombaires, you will reach Sephora after about 1.3 km.","Abdos lombaires has Sephora to its west, about 1.3 km away.",OK,,,,
nancy_0182,medium,WEST,0.8914,877.8,Goddyn's,amenity,48.6884475,6.1740391,Square Père Alain Gorius,leisure,48.68777435081706,6.185953910200024,Goddyn's is located to the west of Square Père Alain Gorius.,"Heading west from Square Père Alain Gorius, you will reach Goddyn's after about 900 meters.","Square Père Alain Gorius has Goddyn's to its west, about 900 meters away.",OK,,,,
nancy_0183,medium,WEST,0.9204,1328.3,Chemin Blanc,public_transport,48.6904733,6.1557164,Nancy,public_transport,48.6897256,6.1737771,Chemin Blanc is located to the west of Nancy.,"Heading west from Nancy, you will reach Chemin Blanc after about 1.3 km.","Nancy has Chemin Blanc to its west, about 1.3 km away.",OK,,,,
nancy_0184,medium,WEST,0.8731,1127.6,Nightwish,shop,48.6990502,6.1732836,La Voie Bleue,tourism,48.7000581,6.1885723,Nightwish is located to the west of La Voie Bleue.,"Heading west from La Voie Bleue, you will reach Nightwish after about 1.1 km.","La Voie Bleue has Nightwish to its west, about 1.1 km away.",OK,,,,
nancy_0185,medium,WEST,0.9811,896.8,Quartier Libre,shop,48.6948509,6.1813708,GSILab,leisure,48.6949702,6.193588,Quartier Libre is located to the west of GSILab.,"Heading west from GSILab, you will reach Quartier Libre after about 900 meters.","GSILab has Quartier Libre to its west, about 900 meters away.",OK,,,,
nancy_0186,medium,WEST,0.8709,795.1,Stanislas,amenity,48.6899819,6.1696591,Piperno,amenity,48.6892573,6.1804359,Stanislas is located to the west of Piperno.,"Heading west from Piperno, you will reach Stanislas after about 800 meters.","Piperno has Stanislas to its west, about 800 meters away.",OK,,,,
nancy_0187,medium,WEST,0.8912,199.3,Gérard Darel,shop,48.6925363,6.1816793,Basic-Fit,leisure,48.6926893,6.1843846,Gérard Darel is located to the west of Basic-Fit.,"Heading west from Basic-Fit, you will reach Gérard Darel after about 200 meters.","Basic-Fit has Gérard Darel to its west, about 200 meters away.",OK,,,,
nancy_0188,medium,WEST,0.9842,1823.9,CIC,amenity,48.6898604,6.1774793,Stade Matter,public_transport,48.6896543,6.2023244,CIC is located to the west of Stade Matter.,"Heading west from Stade Matter, you will reach CIC after about 1.8 km.","Stade Matter has CIC to its west, about 1.8 km away.",OK,,,,
nancy_0189,medium,WEST,0.9615,1037.2,Le Schmilblick,amenity,48.6919878,6.1864915,2iStore,shop,48.6922691,6.2006162,Le Schmilblick is located to the west of 2iStore.,"Heading west from 2iStore, you will reach Le Schmilblick after about 1 km.","2iStore has Le Schmilblick to its west, about 1 km away.",OK,,,,
nancy_0190,medium,WEST,0.9254,614.3,Mac Carthy,amenity,48.6922776,6.1774743,Qipao,shop,48.6919536,6.1858292,Mac Carthy is located to the west of Qipao.,"Heading west from Qipao, you will reach Mac Carthy after about 600 meters.","Qipao has Mac Carthy to its west, about 600 meters away.",OK,,,,
nancy_0191,medium,WEST,0.8728,1340.7,Vetonimo,amenity,48.68561203893766,6.160315434615857,Laverie,shop,48.6844085,6.1784869,Vetonimo is located to the west of Laverie.,"Heading west from Laverie, you will reach Vetonimo after about 1.3 km.","Laverie has Vetonimo to its west, about 1.3 km away.",OK,,,,
nancy_0192,medium,WEST,0.9878,626.8,Kebab Cinq Étoiles,amenity,48.6840033,6.1717037,Camo intérim,office,48.6840572,6.1802415,Kebab Cinq Étoiles is located to the west of Camo intérim.,"Heading west from Camo intérim, you will reach Kebab Cinq Étoiles after about 650 meters.","Camo intérim has Kebab Cinq Étoiles to its west, about 650 meters away.",OK,,,,
nancy_0193,medium,WEST,0.9035,187.0,La Corne d'Or,amenity,48.6926074,6.1804733,Jacadi,shop,48.69248,6.1830139,La Corne d'Or is located to the west of Jacadi.,"Heading west from Jacadi, you will reach La Corne d'Or after about 200 meters.","Jacadi has La Corne d'Or to its west, about 200 meters away.",OK,,,,
nancy_0194,medium,WEST,0.8911,606.8,La Palette des Sens,shop,48.6897863,6.1858105,La p'tite foire,shop,48.6893198,6.1940471,La Palette des Sens is located to the west of La p'tite foire.,"Heading west from La p'tite foire, you will reach La Palette des Sens after about 600 meters.","La p'tite foire has La Palette des Sens to its west, about 600 meters away.",OK,,,,
nancy_0195,medium,WEST,0.9823,929.9,Fac de Lettres,amenity,48.6928829,6.168452,Acoté,shop,48.692766,6.1811201,Fac de Lettres is located to the west of Acoté.,"Heading west from Acoté, you will reach Fac de Lettres after about 950 meters.","Acoté has Fac de Lettres to its west, about 950 meters away.",OK,,,,
nancy_0196,medium,WEST,0.9753,934.5,Fac de Lettres,amenity,48.6928829,6.168452,Simple.fr,office,48.6927193,6.181181,Fac de Lettres is located to the west of Simple.fr.,"Heading west from Simple.fr, you will reach Fac de Lettres after about 950 meters.","Simple.fr has Fac de Lettres to its west, about 950 meters away.",OK,,,,
nancy_0197,medium,WEST,0.8536,993.0,Boulet,shop,48.6923105,6.1805733,Square des Ginkgo,leisure,48.69333443423394,6.194013300561541,Boulet is located to the west of Square des Ginkgo.,"Heading west from Square des Ginkgo, you will reach Boulet after about 1000 meters.","Square des Ginkgo has Boulet to its west, about 1000 meters away.",OK,,,,
nancy_0198,medium,WEST,0.9977,717.2,Préville,public_transport,48.688419,6.1665063,Nancy Gare - République,public_transport,48.68840672850795,6.176277357213244,Préville is located to the west of Nancy Gare - République.,"Heading west from Nancy Gare - République, you will reach Préville after about 700 meters.","Nancy Gare - République has Préville to its west, about 700 meters away.",OK,,,,
nancy_0199,medium,WEST,0.9147,464.1,Cabaya,shop,48.6918835,6.1834208,Gymnase Jules Ferry,leisure,48.69160388795071,6.189728987369003,Cabaya is located to the west of Gymnase Jules Ferry.,"Heading west from Gymnase Jules Ferry, you will reach Cabaya after about 450 meters.","Gymnase Jules Ferry has Cabaya to its west, about 450 meters away.",OK,,,,
nancy_0200,medium,WEST,0.9904,1816.4,La Fleuriste Estelle,shop,48.6857863,6.1612095,MMA,shop,48.6859071,6.1859525,La Fleuriste Estelle is located to the west of MMA.,"Heading west from MMA, you will reach La Fleuriste Estelle after about 1.8 km.","MMA has La Fleuriste Estelle to its west, about 1.8 km away.",OK,,,,
nancy_0201,medium,WEST,0.9498,354.2,Crèche familiale,amenity,48.6887903,6.1793409,Arc d'or,shop,48.6886647,6.1841619,Crèche familiale is located to the west of Arc d'or.,"Heading west from Arc d'or, you will reach Crèche familiale after about 350 meters.","Arc d'or has Crèche familiale to its west, about 350 meters away.",OK,,,,
nancy_0202,medium,WEST,0.9507,962.8,Séverine Ciancioni,amenity,48.6926528,6.1812301,Square des Tulipiers,leisure,48.69298746293234,6.194337677007911,Séverine Ciancioni is located to the west of Square des Tulipiers.,"Heading west from Square des Tulipiers, you will reach Séverine Ciancioni after about 950 meters.","Square des Tulipiers has Séverine Ciancioni to its west, about 950 meters away.",OK,,,,
nancy_0203,medium,WEST,0.8986,1167.4,Cabinet médical,amenity,48.6896984,6.1762939,Lycée Henri Loritz,amenity,48.690532667493486,6.192147382408974,Cabinet médical is located to the west of Lycée Henri Loritz.,"Heading west from Lycée Henri Loritz, you will reach Cabinet médical after about 1.2 km.","Lycée Henri Loritz has Cabinet médical to its west, about 1.2 km away.",OK,,,,
nancy_0204,medium,WEST,0.9,280.6,Brasserie Simone,amenity,48.6896447,6.1754813,CCF,amenity,48.6898427,6.1792926,Brasserie Simone is located to the west of CCF.,"Heading west from CCF, you will reach Brasserie Simone after about 300 meters.","CCF has Brasserie Simone to its west, about 300 meters away.",OK,,,,
nancy_0205,medium,WEST,0.9674,1632.2,Le Chat Noir,amenity,48.6861775,6.1716936,Le Petit Pain,amenity,48.6857997,6.1939212,Le Chat Noir is located to the west of Le Petit Pain.,"Heading west from Le Petit Pain, you will reach Le Chat Noir after about 1.6 km.","Le Petit Pain has Le Chat Noir to its west, about 1.6 km away.",OK,,,,
nancy_0206,medium,WEST,0.8715,446.2,École maternelle Didion,amenity,48.6886102721032,6.1784565841337225,Matmut,office,48.688206,6.1845036,École maternelle Didion is located to the west of Matmut.,"Heading west from Matmut, you will reach École maternelle Didion after about 450 meters.","Matmut has École maternelle Didion to its west, about 450 meters away.",OK,,,,
nancy_0207,medium,WEST,0.8602,1662.0,Cabinet médical,amenity,48.6853919,6.1667346,El Mata Store,shop,48.6837517,6.1892377,Cabinet médical is located to the west of El Mata Store.,"Heading west from El Mata Store, you will reach Cabinet médical after about 1.7 km.","El Mata Store has Cabinet médical to its west, about 1.7 km away.",OK,,,,
nancy_0208,medium,WEST,0.9642,1451.7,Arelia,amenity,48.6774164,6.1791969,Institut Canin,shop,48.6770479,6.1989603,Arelia is located to the west of Institut Canin.,"Heading west from Institut Canin, you will reach Arelia after about 1.5 km.","Institut Canin has Arelia to its west, about 1.5 km away.",OK,,,,
nancy_0209,medium,WEST,0.9082,1330.4,Espace 3A,amenity,48.6863342,6.1635968,Carrefour Express,shop,48.6854713,6.1816724,Espace 3A is located to the west of Carrefour Express.,"Heading west from Carrefour Express, you will reach Espace 3A after about 1.3 km.","Carrefour Express has Espace 3A to its west, about 1.3 km away.",OK,,,,
nancy_0210,medium,WEST,0.8804,1401.8,Légumes - Fruits,tourism,48.6929148,6.1592511,Mathieu de Dombasle,historic,48.6917309,6.1782642,Légumes - Fruits is located to the west of Mathieu de Dombasle.,"Heading west from Mathieu de Dombasle, you will reach Légumes - Fruits after about 1.4 km.","Mathieu de Dombasle has Légumes - Fruits to its west, about 1.4 km away.",OK,,,,
nancy_0211,hard,WEST,0.9664,3300.6,Viray,public_transport,48.6925023,6.146087,Division de Fer,public_transport,48.6932763,6.1910401,Viray is located to the west of Division de Fer.,"Heading west from Division de Fer, you will reach Viray after 3.3 km.","Division de Fer has Viray to its west, about 3.3 km away.",OK,,,,
nancy_0212,hard,WEST,0.9915,2367.9,ABC Photocopies,shop,48.6921406,6.168312,Lorr’Up,office,48.6922783,6.2005714,ABC Photocopies is located to the west of Lorr’Up.,"Heading west from Lorr’Up, you will reach ABC Photocopies after 2.4 km.","Lorr’Up has ABC Photocopies to its west, about 2.4 km away.",OK,,,,
nancy_0213,hard,WEST,0.9714,942.0,Parking Ville-Vieille Carnot,amenity,48.6931824,6.177806,Manpower,office,48.6929912,6.190636,Parking Ville-Vieille Carnot is located to the west of Manpower.,"Heading west from Manpower, you will reach Parking Ville-Vieille Carnot after about 950 meters.","Manpower has Parking Ville-Vieille Carnot to its west, about 950 meters away.",OK,,,,
nancy_0214,hard,WEST,0.9222,2223.5,Amazon Hub Locker Anja,amenity,48.6851081,6.1610463,Central Coiffure,shop,48.6863259,6.1912786,Amazon Hub Locker Anja is located to the west of Central Coiffure.,"Heading west from Central Coiffure, you will reach Amazon Hub Locker Anja after 2.2 km.","Central Coiffure has Amazon Hub Locker Anja to its west, about 2.2 km away.",OK,,,,
nancy_0215,hard,WEST,0.9071,1603.9,Le Fil à l'Immo,office,48.6837194,6.1731747,Agence Nationale de Sécurité Sanitaire - Laboratoire d'Hydrologie de Nancy,office,48.68476897571118,6.1949646789491295,Le Fil à l'Immo is located to the west of Agence Nationale de Sécurité Sanitaire - Laboratoire d'Hydrologie de Nancy.,"Heading west from Agence Nationale de Sécurité Sanitaire - Laboratoire d'Hydrologie de Nancy, you will reach Le Fil à l'Immo after about 1.6 km.","Agence Nationale de Sécurité Sanitaire - Laboratoire d'Hydrologie de Nancy has Le Fil à l'Immo to its west, about 1.6 km away.",OK,,,,
nancy_0216,hard,WEST,0.9187,1084.2,École élémentaire Stanislas,amenity,48.689780245937406,6.168776753294515,Krys,shop,48.6891574,6.1835169,École élémentaire Stanislas is located to the west of Krys.,"Heading west from Krys, you will reach École élémentaire Stanislas after about 1.1 km.","Krys has École élémentaire Stanislas to its west, about 1.1 km away.",OK,,,,
nancy_0217,hard,WEST,0.8505,1001.9,Aubade,shop,48.6918681,6.1836518,Direction territoriale Nord-Est des Voies navigables de France,office,48.69081180067238,6.197206619305927,Aubade is located to the west of Direction territoriale Nord-Est des Voies navigables de France.,"Heading west from Direction territoriale Nord-Est des Voies navigables de France, you will reach Aubade after about 1 km.","Direction territoriale Nord-Est des Voies navigables de France has Aubade to its west, about 1 km away.",OK,,,,
nancy_0218,hard,WEST,0.891,1563.3,Institut de Préparation à l'Administration Générale,amenity,48.6934791,6.1754461,P+R Les Deux Rives,amenity,48.6946794,6.1966673,Institut de Préparation à l'Administration Générale is located to the west of P+R Les Deux Rives.,"Heading west from P+R Les Deux Rives, you will reach Institut de Préparation à l'Administration Générale after about 1.6 km.","P+R Les Deux Rives has Institut de Préparation à l'Administration Générale to its west, about 1.6 km away.",OK,,,,
nancy_0219,hard,WEST,0.9304,1091.2,Nancy Tatouage,shop,48.6939667,6.1811673,Agence Locale de l'Énergie et du Climat Nancy Grands Territoires,office,48.6945021,6.1960126,Nancy Tatouage is located to the west of Agence Locale de l'Énergie et du Climat Nancy Grands Territoires.,"Heading west from Agence Locale de l'Énergie et du Climat Nancy Grands Territoires, you will reach Nancy Tatouage after about 1.1 km.","Agence Locale de l'Énergie et du Climat Nancy Grands Territoires has Nancy Tatouage to its west, about 1.1 km away.",OK,,,,
nancy_0220,hard,WEST,0.869,2243.5,Le Médrevil,amenity,48.6857455,6.1610798,Accueil,amenity,48.687814,6.1914805,Le Médrevil is located to the west of Accueil.,"Heading west from Accueil, you will reach Le Médrevil after 2.2 km.","Accueil has Le Médrevil to its west, about 2.2 km away.",OK,,,,
nancy_0221,hard,WEST,0.9235,3383.6,École régionale du premier degré,amenity,48.6910364,6.135278,Remy,shop,48.6928548,6.1812935,École régionale du premier degré is located to the west of Remy.,"Heading west from Remy, you will reach École régionale du premier degré after 3.4 km.","Remy has École régionale du premier degré to its west, about 3.4 km away.",OK,,,,
nancy_0222,hard,WEST,0.9061,2423.2,Christophe Charton,amenity,48.6863493,6.1657834,Vélo elliptique,leisure,48.68795,6.1987038,Christophe Charton is located to the west of Vélo elliptique.,"Heading west from Vélo elliptique, you will reach Christophe Charton after 2.4 km.","Vélo elliptique has Christophe Charton to its west, about 2.4 km away.",OK,,,,
nancy_0223,hard,WEST,0.9756,850.2,La Boutique - Croix-rouge française,shop,48.6877676,6.1732383,Quartier Saint-Nicolas,public_transport,48.6876206,6.1848184,La Boutique - Croix-rouge française is located to the west of Quartier Saint-Nicolas.,"Heading west from Quartier Saint-Nicolas, you will reach La Boutique - Croix-rouge française after about 850 meters.","Quartier Saint-Nicolas has La Boutique - Croix-rouge française to its west, about 850 meters away.",OK,,,,
nancy_0224,hard,WEST,0.9214,2505.2,Anacours,shop,48.6889198,6.1679338,Groupe CCI Formation 54,office,48.69030558089098,6.201998234420861,Anacours is located to the west of Groupe CCI Formation 54.,"Heading west from Groupe CCI Formation 54, you will reach Anacours after 2.5 km.","Groupe CCI Formation 54 has Anacours to its west, about 2.5 km away.",OK,,,,
nancy_0225,hard,WEST,0.9373,2682.3,Médreville,amenity,48.68511616541307,6.15969048593856,Pink Plaisir,shop,48.6839228,6.1961835,Médreville is located to the west of Pink Plaisir.,"Heading west from Pink Plaisir, you will reach Médreville after 2.7 km.","Pink Plaisir has Médreville to its west, about 2.7 km away.",OK,,,,
nancy_0226,easy,EAST,0.9995,374.0,CIC,amenity,48.6885438,6.1815453,Nancy Gare - République,public_transport,48.6885451,6.17645,CIC is located to the east of Nancy Gare - République.,"Heading east from Nancy Gare - République, you will reach CIC after about 350 meters.","Nancy Gare - République has CIC to its east, about 350 meters away.",OK,,,,
nancy_0227,easy,EAST,0.972,338.3,Le Salon de Justine,shop,48.6911034,6.1846264,Turn Over,shop,48.6910364,6.1800189,Le Salon de Justine is located to the east of Turn Over.,"Heading east from Turn Over, you will reach Le Salon de Justine after about 350 meters.","Turn Over has Le Salon de Justine to its east, about 350 meters away.",OK,,,,
nancy_0228,easy,EAST,0.9779,225.6,Lycée Saint-Dominique,amenity,48.69153729074185,6.1869707534310905,Haas,shop,48.691502,6.1838984,Lycée Saint-Dominique is located to the east of Haas.,"Heading east from Haas, you will reach Lycée Saint-Dominique after about 250 meters.","Haas has Lycée Saint-Dominique to its east, about 250 meters away.",OK,,,,
nancy_0229,easy,EAST,0.9632,374.1,Nicolas,shop,48.68835725835744,6.181461465400244,Nancy Gare - République,public_transport,48.6884543,6.176367,Nicolas is located to the east of Nancy Gare - République.,"Heading east from Nancy Gare - République, you will reach Nicolas after about 350 meters.","Nancy Gare - République has Nicolas to its east, about 350 meters away.",OK,,,,
nancy_0230,easy,EAST,0.9963,135.7,Mise au Green,shop,48.6917618,6.1837327,Rio,office,48.6917582,6.1818844,Mise au Green is located to the east of Rio.,"Heading east from Rio, you will reach Mise au Green after about 150 meters.","Rio has Mise au Green to its east, about 150 meters away.",OK,,,,
nancy_0231,easy,EAST,0.9963,202.2,By Izéa,shop,48.6908409,6.1829325,L'Affranchi,shop,48.6908462,6.1801774,By Izéa is located to the east of L'Affranchi.,"Heading east from L'Affranchi, you will reach By Izéa after about 200 meters.","L'Affranchi has By Izéa to its east, about 200 meters away.",OK,,,,
nancy_0232,easy,EAST,0.9821,334.4,Etam,shop,48.688403571331136,6.180699410875317,Nancy Gare - République,public_transport,48.68844585609331,6.176143814195579,Etam is located to the east of Nancy Gare - République.,"Heading east from Nancy Gare - République, you will reach Etam after about 350 meters.","Nancy Gare - République has Etam to its east, about 350 meters away.",OK,,,,
nancy_0233,easy,EAST,0.9615,366.6,Atelier des Solidarités,amenity,48.6882832,6.1879632,Anaë Coiffure,shop,48.6883828,6.1829706,Atelier des Solidarités is located to the east of Anaë Coiffure.,"Heading east from Anaë Coiffure, you will reach Atelier des Solidarités after about 350 meters.","Anaë Coiffure has Atelier des Solidarités to its east, about 350 meters away.",OK,,,,
nancy_0234,easy,EAST,0.9502,434.0,Euro Cycles,shop,48.682092,6.203637,Lobau,public_transport,48.68193934517806,6.197730438993959,Euro Cycles is located to the east of Lobau.,"Heading east from Lobau, you will reach Euro Cycles after about 450 meters.","Lobau has Euro Cycles to its east, about 450 meters away.",OK,,,,
nancy_0235,easy,EAST,0.9796,299.9,GrandOptical,shop,48.68864358218051,6.180519114650445,Nancy Gare - République,public_transport,48.6886867,6.1764335,GrandOptical is located to the east of Nancy Gare - République.,"Heading east from Nancy Gare - République, you will reach GrandOptical after about 300 meters.","Nancy Gare - République has GrandOptical to its east, about 300 meters away.",OK,,,,
nancy_0236,easy,EAST,0.9793,317.7,Optique Lafayette,shop,48.6893432,6.1840224,Le Comptoir Des Caprices,shop,48.6892967,6.1796955,Optique Lafayette is located to the east of Le Comptoir Des Caprices.,"Heading east from Le Comptoir Des Caprices, you will reach Optique Lafayette after about 300 meters.","Le Comptoir Des Caprices has Optique Lafayette to its east, about 300 meters away.",OK,,,,
nancy_0237,easy,EAST,0.9596,454.8,KFC,amenity,48.6902061,6.1809571,Nexity,office,48.6903356,6.1747649,KFC is located to the east of Nexity.,"Heading east from Nexity, you will reach KFC after about 450 meters.","Nexity has KFC to its east, about 450 meters away.",OK,,,,
nancy_0238,easy,EAST,0.9563,455.3,Little Delirium Café,amenity,48.6880603,6.1782701,François Robinet,office,48.6879197,6.1720713,Little Delirium Café is located to the east of François Robinet.,"Heading east from François Robinet, you will reach Little Delirium Café after about 450 meters.","François Robinet has Little Delirium Café to its east, about 450 meters away.",OK,,,,
nancy_0239,easy,EAST,0.9836,429.3,Samsic,office,48.6864431,6.1855439,Arthur Loyd,office,48.6864928,6.1796963,Samsic is located to the east of Arthur Loyd.,"Heading east from Arthur Loyd, you will reach Samsic after about 450 meters.","Arthur Loyd has Samsic to its east, about 450 meters away.",OK,,,,
nancy_0240,easy,EAST,0.9811,238.2,Le Gibraltar,amenity,48.6879667,6.182755,Big shop,shop,48.6879348,6.1795105,Le Gibraltar is located to the east of Big shop.,"Heading east from Big shop, you will reach Le Gibraltar after about 250 meters.","Big shop has Le Gibraltar to its east, about 250 meters away.",OK,,,,
nancy_0241,easy,EAST,0.9713,496.9,L’Arborio,amenity,48.6968744,6.1794531,Hédoné,tourism,48.6969751,6.1726838,L’Arborio is located to the east of Hédoné.,"Heading east from Hédoné, you will reach L’Arborio after about 500 meters.","Hédoné has L’Arborio to its east, about 500 meters away.",OK,,,,
nancy_0242,easy,EAST,0.9953,208.7,Crèche familiale,amenity,48.6887903,6.1793409,Nancy Gare - République,public_transport,48.6887972,6.1764981,Crèche familiale is located to the east of Nancy Gare - République.,"Heading east from Nancy Gare - République, you will reach Crèche familiale after about 200 meters.","Nancy Gare - République has Crèche familiale to its east, about 200 meters away.",OK,,,,
